SEU-ALLEN_local_17785_29494_10709_6204_CCFv3.swc,84,186,98,38,88,42,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17785_29533_11215_6196_CCFv3.swc,3,70,52,135,48,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17785_29583_10333_6132_CCFv3.swc,0,0,54,73,122,60,58,69,56,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17785_29593_11458_6165_CCFv3.swc,2,48,17,51,27,14,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17785_29599_10989_6161_CCFv3.swc,0,2,25,35,74,53,86,6,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17785_29654_11133_6232_CCFv3.swc,11,88,4,43,216,59,63,124,5,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17785_29663_10051_6278_CCFv3.swc,4,108,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17785_4232_9742_6576_CCFv3.swc,62,143,52,201,172,64,29,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17785_4853_12728_6190_CCFv3.swc,23,10,347,110,81,169,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17785_5597_7718_6139_CCFv3.swc,18,172,190,148,13,6,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17785_6705_14899_6080_CCFv3.swc,0,2,71,105,97,58,50,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18047_25208_7304_6804_CCFv3.swc,0,0,58,169,94,40,43,29,22,14,0,0,0,0,0,0,0
SEU-ALLEN_local_18047_4340_16434_7619_CCFv3.swc,0,8,42,275,296,428,58,195,41,75,0,0,0,0,0,0,0
SEU-ALLEN_local_18047_4649_17206_7637_CCFv3.swc,0,23,72,104,352,340,222,272,96,25,23,84,57,0,0,0,0
SEU-ALLEN_local_18047_5886_18654_7636_CCFv3.swc,0,16,22,178,231,368,57,44,28,36,0,0,0,0,0,0,0
SEU-ALLEN_local_18047_5968_18465_7558_CCFv3.swc,0,10,116,84,171,360,514,323,54,0,0,0,0,0,0,0,0
SEU-ALLEN_local_18047_7999_19323_7355_CCFv3.swc,0,0,1,23,27,49,22,19,33,26,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_10920_32667_6787_CCFv3.swc,28,136,109,514,129,93,375,69,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_13514_31536_7015_CCFv3.swc,1,149,328,422,474,279,382,459,714,282,169,0,0,0,0,0,0
SEU-ALLEN_local_182712_13797_32225_6877_CCFv3.swc,126,233,413,358,112,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_15881_30105_6426_CCFv3.swc,18,30,89,166,244,132,53,59,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_16094_6592_6715_CCFv3.swc,15,94,67,204,334,121,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_17266_10023_6870_CCFv3.swc,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_18170_8664_6367_CCFv3.swc,0,1,33,2,26,23,6,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_6202_29004_5988_CCFv3.swc,18,92,212,216,110,51,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_6552_27967_5608_CCFv3.swc,132,72,124,54,85,139,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_6764_25520_5415_CCFv3.swc,11,88,260,352,444,302,183,175,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_6858_11506_5863_CCFv3.swc,43,187,118,146,428,148,85,3,5,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_6972_29877_6067_CCFv3.swc,1,12,260,181,202,62,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_7248_22220_5480_CCFv3.swc,0,38,4,16,48,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_7942_13291_6029_CCFv3.swc,0,23,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_7948_13945_5659_CCFv3.swc,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_8040_31128_6206_CCFv3.swc,19,269,187,274,28,46,7,7,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_8541_16073_5163_CCFv3.swc,0,38,0,30,7,1,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182712_8803_15803_5233_CCFv3.swc,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_16808_8089_6067_CCFv3.swc,0,2,17,74,64,1,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_16934_8004_6090_CCFv3.swc,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_6493_12339_5875_CCFv3.swc,0,0,24,50,29,53,43,94,0,2,28,0,0,0,0,0,0
SEU-ALLEN_local_182722_6907_11914_5133_CCFv3.swc,43,86,167,87,242,55,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_7432_13174_5583_CCFv3.swc,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_7728_9760_5410_CCFv3.swc,51,33,100,171,23,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8044_12391_4789_CCFv3.swc,47,122,157,168,126,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8056_13803_5161_CCFv3.swc,0,8,11,9,6,6,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8060_14662_4674_CCFv3.swc,14,81,67,141,65,32,17,2,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8088_14557_4838_CCFv3.swc,0,13,41,48,13,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8170_13956_5461_CCFv3.swc,0,14,8,6,4,9,6,6,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8201_14605_4770_CCFv3.swc,45,34,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8246_12289_4815_CCFv3.swc,0,6,10,40,161,143,151,173,51,7,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8270_12563_4756_CCFv3.swc,24,67,119,19,20,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8290_12507_4762_CCFv3.swc,0,19,67,21,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8294_11979_4867_CCFv3.swc,0,11,50,48,85,52,69,70,116,132,92,0,0,0,0,0,0
SEU-ALLEN_local_182722_8301_12887_4761_CCFv3.swc,0,1,36,101,133,236,243,147,97,106,69,22,0,0,0,0,0
SEU-ALLEN_local_182722_8306_12571_4748_CCFv3.swc,0,9,43,29,75,58,22,5,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8339_14529_5323_CCFv3.swc,0,0,2,20,7,19,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8345_14496_5379_CCFv3.swc,0,0,9,2,3,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8356_12648_4727_CCFv3.swc,0,7,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8373_14561_5343_CCFv3.swc,0,2,1,32,9,1,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8386_15010_5327_CCFv3.swc,27,16,13,11,6,6,1,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8394_14699_5298_CCFv3.swc,0,0,3,6,12,15,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8438_15071_5304_CCFv3.swc,0,9,0,1,28,34,9,3,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_182722_8439_15119_5289_CCFv3.swc,0,6,8,3,4,7,4,4,0,0,0,0,0,0,0,0,0
